full_text,label
scaloni biang kerok gagalnya lionel messi indonesia argentina fifamatchday lionelmessi lionelscaloni pssi,negatif
shin tae yong lawan argentina tegang argentina lionelmessi pssi shintaeyong timnasindonesia,positif
ketum yg kurun singkat kasih perubahan positif sepakbola indonesia erickthohir ericksolusi pssi ketumpssi sepakbola sepakbolaindonesia timnas timnasday timnasindonesia fifa liga liga liga matchday garudamuda kitagaruda,positif
kalo relasi globalnya sih emang gak main main deh sepakbola indonesia mendunia erickthohir pssi ketumpssi sepakbola sepakbolaindonesia timnas timnasday timnasindonesia fifa liga liga liga matchday garudamuda kitagaruda,positif
berkat revolusi mental gagasan timnas terapin bukti sepakbola indonesia bangkit erickthohir ericksolusi pssi ketumpssi sepakbola sepakbolaindonesia timnas timnasday timnasindonesia fifa liga liga liga matchday garudamuda kitagaruda,positif
breaking news terhenti rekor terkalahkan kandang indonesia laga vs argentina bantai gol bang messi kasihan witan dkk beritainbola beritasepakbola beritabola pssi timnasindonesia timnasday fifamatchday shintaeyong,positif
acara pssi merilis sponsor liga hak siar liga emtek group indosiar amp vidio galerisepakbola beritabola beritabolaindonesia liga liga indonesia pssi pssinow kasusancol witan semriwing sd inpres belanda momogi burger pecel rajawat,negatif
argentina tim inti maen curiga lawan indonesia pake lapis legit timnasindonesia pssi,positif
erick thohir ajukan pan dampingin prabowo ganjar erickthohir erickmeroket roketindo pssi bumn erickthohirforwapres burza,positif
erick thohir unggul hasil survey indikator politik indonesia cawapres erickthohir erickmeroket roketindo pssi bumn erickthohirforwapres,negatif
erick thohir ajukan pan dampingi prabowo ganjar erickthohir erickmeroket roketindo pssi bumn erickthohirforwapres gujaratcyclone,positif
erick thohir unggul hasil survey indikator politik indonesia cawapres erickthohir erickmeroket roketindo pssi bumn erickthohirforwapres theflashmovie,negatif
pssi umumkan kebijakan liga salah satunya var ya penasaran langsung cek liga indonesia liga pssi,positif
fakta unik dibalik laga indonesia vs palestina timnasday timnasindonesia kitagaruda fifamatchday indonesia indonesiavspalestina pssi abroad palestina,positif
itsli teja paku alam cedera jelang bergulirnya musim liga itsli bolapelangi bolapelangi liga indonesia briliga pssi timnasindonesia euro uefaeuro,positif
