full_text,label
alhamdulillah timnasdapatemas thank u garuda muda indonesia thank u bangga timnasindonesia pssi erickthohir energiterbaikindonesia garudamuda seagames,positif
indonesia gemilang rebut medali emas sepak bola sea games kamboja indrasjafri ericktohir pssi,positif
era jokowi timnas indonesia raih medali emas sumber media kolaborasi indonesia seagames jokowi sepakbola timnas kamboja pssi ketik ketikmedia beritaterkini beritahariini,positif
pertandingan partai final sengit babak timnas indonesia mencetak gol babak thailand mencetak gol penyeimbang baca timnasindonesia thailand pssi juara seagames sepakbola football,negatif
final seagames mentalitasjuara ayoo timnasgaruda bisaa erickthohir pssi erickmeroket,negatif
selamat amp terima kasih timnasday seagames pssi juara,negatif
gagal tuan rumah piala dunia diganti juara sea games bahagianya indonesia garuda sakti garuda perang burung perkutut pssi sepakbolapialadunia indonesiavsthailand,negatif
apresiasi pencapaian emas yg luarbiasa anjurkan kibar bendera besok timnasday terimakaaih kebahagiaan kebanggaan utk rakyat imdonesia timnasindonesia pssi,negatif
penantian timnas indonesia meraih emas sea games seagames pssi sepakbolaindonesia,positif
kemenangan dramatis timnasindonesia thailand timnasday seagames sepakbola pssi,positif
terima kasih coach timnas pssi,negatif
seagames rizkyridho indrasjafri pssi timnasday bantai thailand final sea games erick thohir terima kasih pejuang bernyali juara,negatif
dibalik kesuksesan timnas u indonesia meraih emas sea games kamboja peran mantan pemain pssi primavera bima sakti kurniawan dj amp yeyen tumena proses regenerasi kepelatihan tubuh pssi seagames timnasday emas pssi,negatif
dramanya elclasico juara seagames football pssi,negatif
selamat utk garuda muda terima kasih berjuang kenal lelah seagames sepakbola timnasday pssi,positif
indonesia alhamdulillah timnas pssi seagames cambodia,positif
alhamdulillah pssi timnasday seagames seagames cambodia,positif
momen timnas indonesia u menerima medali emas sea games kamboja garuda nusantara bawa pulang medali emas nn seagames seagames sepakbola indonesia pssi timnasindonesia timnasu news newsupdate inews,positif
indonesia tamat sea games sepak bola era kelompok umur timnasindonesia kitagaruda seagames seagames pssi timnas timnasday indrasjafri komang jauhari bagas ernando thailand sty rizkyridho marselinoferdinan,positif
orang berbangga pencapaian timnas indonesia u sea games malam terkecuali jajaran pssi komite olimpiade nasional indonesia buka puasa so seagames seagames sepakbola pssi erickthohir indosport,negatif
allhamdulillah indonesia vs thailand score timnasday indonesiavsthailand pssi,negatif
timnas indonesia u berhasil menang sea games garuda nusantara berhasil mengalahkan timnas thailand final skor berkat kemenangan timnas indonesia berhasil membawa pulang medali emas seagames seagames indonesiajuara indonesia pssi,positif
nonton timnas indonesia rebut medali emas sea games presiden jokowi tegang puas erickthohir indrasjafri presidenjokowi pssi,positif
selamat timnas indonesia u pencapaian bersejarah sea games kamboja penantian sepak bola indonesia kali meraih medali emas layak pssi timnas,positif
selamat timnas u mempersembahkan medali emas indonesia sea games camboja sebentar politikus beraksi mencuri panggung seagames pssi timnas timnasindonesia,positif
selamat torehan emas timnas sepak bola indonesia u ajang sea games bangga timnasday selebrasi prank beckham komang wasit indra sjafri eric tohir alhamdulillah ya allah wasit tawuran pssi,negatif
ayo guys kawal songchaithongcham si biang kerok thailand nyuruh suporter indonesia dateng indonesiajuara pssi seagames seagames seagames,positif
idolak deh makasih yg udah kasih mercedes pssi indonesiavsthailand indonesiajuara,positif
winner congratulation indonesia indonesiajuara fifa pssi,negatif
komang keren bngett gebukin kiper thailand pokok indah pda seagame timnasindonesia pssi,positif
penantian stelah pssi timnasu goldmedal indonesiavsthailand,negatif
akhirnyaa indonesiaa juaara emaass pssi emas indonesiajuara timnasday seagames indonesiavsthailand,positif
selamat raihan emas cabang sepak bola kerja keras semangat pejuang campur tangan tuhan timnas indonesia mengalahkan thailand seagames timnasindonesia timnas pssi indonesiavsthailand,positif
juara seagames sepakbola indonesia kamboja medali emas sepakbolaindonesia bola pssi seagames laguindonesiaraya laguindonesia,positif
penantian selamat mendulang mendali emas jarkiyo ketua sing ora ora ora kepakan sayap kepatah hatian selamat indonesia seagames pssi sepakbolaindonesia indonesiajuara,positif
timnasday seagames pssi goldmedal congrate sepakbola indonesia,positif
selamat pecinta sepakbola indonesia berbahagia malam terima kasih timnas indonesia timnasindonesia pssi seagames,positif
emass full senyumm muaythai vs pancak silat seagames kitabisa seagames pssi timnasindonesia,negatif
congratulation timnas indonesia u pssiseagame,positif
kemenangan memutus kalah final bertemu thailand turnamen apapun semoga kedepannya sepakbola indonesia maju seagames pssi timnasindonesia indonesiavsthailand,positif
persebakbolaan rentan ama ginian btw congrats indonesia thailand juaraseagames emas pssi,negatif
selamat tim garuda muda yg gold pssi indonesia ericktohir,positif
info tasyakuran jokowi timnasindonesia pssi timnas,negatif
gg emas indonesia timnasday pssi seagames sepakbola emas,positif
prank wasit drama yg bikin jantungan alhamdulillah menang beneran seagames pssi timnasindonesia,negatif
sejarah indonesia sea gems pssi seagems indonesiavsthailand,negatif
gawang gajah putih aniaya kaki garuda muda matura guccicruise pssi seagames hrs,positif
selamat timnasday pssi,negatif
dimentahkan piala dunia dibungkam emas timnasday indonesiajuara pssi,negatif
alhamdulillah selamat perolehan medali emas sepakbola malam atlit semoga berkah barokah motivasi ajang aamiin timnasday pssi sepakbolaindonesia,negatif
yeyy finally sekian indonesia menang thailand sea games indonesia full senyum senggol dita secret number pssi,negatif
selamat garuda muda indonesia juara indonesiajuara pssi,positif
terima kas h pemain timnas indonesia official pssi kemenpora berjuang meraih medali emas cabang sepak bola sea games kamboja,positif
terima kasih timnasindonesia alhamdulillah pssi pls nti jgn yg ngaku si ya jgn jadikan sepak bola tools politik seagames,negatif
selamat timnas bola seagames indonesia vs thailand semoga yg pssi bravo,negatif
selamat timnas indonesia penantian kayak lerjuangan indonesia merdeka timnasday pssi,negatif
selamat pssi indonesia buka puasa tpi kena hantam mumpung udah buka dibales sikaatt dahh,negatif
alhamdulilah indonesia menang matura pssi seagames,negatif
yaa allah menang terbebas wasit ara menyesatkan wasit pssi,negatif
akhirnyaa menang timnasday pssi thailand,negatif
berbaringlah menjijikan komentator muhasabah timnasday wasit thailand pssi rcti seagames komentator,positif
terimakasih komang kasih paham semoga aja timnasday pssi,positif
sungguh parah banget manajer timnas indonesia u dipukuli official amp pemain thailand timnasday seagames timnas jokerbola pssi,negatif
deg degan ayo garuda muda infonesia menit pssi indonesia football seagames garudaindonesia final,positif
terpampang jelass manager indonesia dipukuli official pemain thailand timnasday seagames seagames pssi,negatif
terbaringlah seagames pssi,negatif
pemasangan jelang konser coldplay pssi pssiindonesia fifa fifaworldcupu indonesia akhlak forumakhlakindonesia erichtohirmenyaparelawan akhlakbumn akhlakers kitaatasi akhlakersrelawanerickthohir aryakuntadi bayusamekto,negatif
netizen tau berbuat wasit sepakbola nge prank timnas negara berpenduduk juta let s go kite cari timnasindonesia seagames pssi seagames cambodia,positif
netizen tau berbuat wasit sepakbola nge prank timnas negara berpenduduk juta let s go kite cari timnasindonesia seagames pssi seagames cambodia,positif
netizen tau berbuat wasit sepakbola nge prank timnas negara berpenduduk juta let s go kite cari timnasindonesia seagames pssi seagames cambodia,positif
netizen tau berbuat wasit sepakbola nge prank timnas negara berpenduduk juta let s go kite cari timnasindonesia seagames pssi seagames cambodia,positif
wasit asw udah habis loh indonesia vs thailand seagames pssi timnasindonesia,positif
memalukan peluit kog menang pssi fairplay,negatif
memotivasi pemain timnas garuda semifinal aseagames erickthohir pssi bumn,positif
memotivasi pemain timnas garuda semifinal aseagames erickthohir pssi bumn,positif
indonesia vs thailand half time siaran langsung indonesia vs thailand penantian emas dibayar lunas timnasday timnasu garudamuda seagames thailand siaranlangsung pssi,negatif
menit babak indonesia thailand timnasday pssi,positif
timnasday siaran langsung indonesia vs thailand penantian emas dibayar lunas timnasday timnasu garudamuda seagames thailand siaranlangsung pssi,negatif
timnas vs thailand siaran langsung indonesia vs thailand penantian emas dibayar lunas timnasday timnasu garudamuda seagames thailand siaranlangsung pssi,negatif
nonton timnas tv silent malas dengar komentator timnasindonesia seagames pssi,positif
suporter timnas indonesia berbondong bondong memadati stadion nasional olimpiade phnom penh ayo indonesia bolaskorcom seagames seagames timnasindonesia indrasjafri shintaeyong pssi timnasday timindonesia ayoindonesia kabarbola,positif
timnas indonesia u olympic stadium menghadapi thailand final sea games yok yok bolaskorcom timnasday timnasindonesia seagames seagames pssi indrasjafri garudamuda ayoindonesia kitabisa garudadidadaku final bigmatch,positif
kronologi batalnya ragnar oratmangoen dinaturalisasi pssi bursatransfer naturalisasi pssi ragnaroranmangoen,positif
perih pssi timnasday timnasindonesia seagames indonesiajuara finalseagames,positif
