full_text,label
barito putera kalahkan arema fc berita ligasatuindonesia briliga pssi pssleman persija,negatif
itsli antusiasme publik sepak bola amerika serikat menyaksikan kehebatan messi laga tandang perdana kontra dallas fc tiker terjual habis menit real messi is god ligasatuindonesia briliga pssi timnasindonesia,positif
rumput jis jakarta internasional stadium ganti ganti ga sih jakpro amp lestarindo merawat jakartainternasionalstadium pssi fifa,negatif
shin tae yong memilih tc jangka pendek timnas indonesia jelang aff u agustus keputusan garudadirantau pssi,positif
pilihan ketum ga salah seleksi ketat frank bawa garudamendunia pssi u sepakbola pialaduniau soccer football fifa worldcup timnas talentagaruda,negatif
kehilangan marko simic kalah persita tangerang pekan keempat bri liga juli berita ligasatuindonesia briliga pssi timnasindonesia,positif
campur format liga erick thohir tugasnya cari sponsor bolaskorcom liga pssi erickthohir,positif
pemain arema fc mimpi buruk barito putera berita ligasatuindonesia aremafc baritoputera pssi,negatif
suporter masuk lapangan pertandingan liga pss sleman vs persija pssleman suporter persija wasit pssi,negatif
erick thohir duetkan pelatih jepang indonesia timnas putri bolaskorcom erickthohir pssi timnasindonesia,positif
jadwal liga indonesia arema fc vs barito putera madura united vs psis semarang link gayabola bola pssi olahraga sepakbola sport indoenseia aremafc malang baritoputera barito maduraunited mufc madura psissemarang psisday semarang psis,negatif
itsli pss sleman persija poin malam sejuk sleman highlight bri liga ayo macan bangkit ligasatuindonesia briliga pssi timnasindonesia macankemayoran persija persijajakarta persijaday jakmania thejak,negatif
