full_text,label
gimana statemen berdasarkan kebenciankah anis pejabat amanah malu anak sma istri sma orangtua klo g amanah pssi jis,negatif
erick thohir sepakbola indonesia erickthohir pssi timnasindonesia twitterdown gempa malam minggu sayang ohm twitter,positif
berkat tangan dingin amp kerja nyata bangkitkan bumn da pssi fix pemimpin idaman pssi erickthohir ericksolusi kickandy ketumpssi menteribumn bumn wapres satset timnasindonesia pialaduniau fifamatchday sepakbolaindonesia etcawaprespilihan,positif
wasit wasit pergantian pemain teco masuk maringga wkwkwkw pssi,negatif
liga musim dihadiri penonton persen sesuai kapasitas stadion info selengkapnya cek video bolaskorcom liga ptli pssi bolaindonesia ligaindonesia infobola kabarbola beritabola beritaolahraga,negatif
piala dunia u sosok dampingi pelatih bima sakti bimasakti erickthohir indrasjafri pialaduniau pssi,positif
erick thohir sosok memimpin indonesia terbukti sukses bumn pssi erickthohir secret number nabilaatsiletawards soodam de gea kepsek karno gempa kenceng fifa maxim,positif
keren ketum pssi erick thohir kepercayaan fifa menggelar fifaworldcupu erickthohir secret number nabilaatsiletawards soodam de gea kepsek karno gempa kenceng maxim,positif
uji coba timnas wanita indonesia u tingkatkan mental pemain timnaswanita pssi fifa,negatif
siaran liga niru liga inggris liga inggris papan score board aja liga liga match briliga ligaindonesia premierleague ferrypaulus pssi baliunited persija persi,positif
live bola bali united vs pss sleman bri liga indonesia link gayabola bola pssi olahraga sepakbola live livestreaming sport indoenseia baliunitedfc baliday bali pssday pssleman balivssleman,negatif
bangga indonesia tuan rumah gelaean sepakbola dunia pssi erickthohir pialaduniau gempa de gea,positif
jadwal liga indonesia gayabola link gayabola bola pssi olahraga sepakbola live livestreaming sport indoenseia baliunitedfc baliday bali pssday pssleman persisday persissolo persebayasurabaya persebayaday,positif
korban meninggal disalahkan usuttuntastragedikanjuruhan pssi erickthohir,negatif
tindakan keamanan berakibat kematian manusia anak anak perempuan dalamnya berlari menyelamatkan ditembak gas air mata karna gatau usuttuntastragedikanjuruhan pssi erickthohir,negatif
liga is back wow liga indonesia jam gelar resmi memperkenalkan bola design warna semangat liga indonesia indosiarsports briliga pssi indonesia,positif
tersandung narkoba berseragam brescia italia football guardiola worldcup ronaldo pssi,negatif
