full_text,label
sty kecewa piala aff dihapus coret pemain timnas indonesia u timnasindonesia pssi sty indonesia kitagaruda timnasday,negatif
arema fc mundur bri liga arema tim materi pemain berkelas berita selengkapnya pssi liga liga indonesia aremafc aremania,positif
rans nusantara terpuruk musim perdana musim duanya rans nusantara bersaing papan bri liga berita selengkapnya ransnusantarafc pssi briliga liga ligasatuindonesia,negatif
piala aff u thailand persiapan timnas u berlaga kualifikasi afc asia u melawan china taipei turkmenistan september bismillah bawa garudamendunia kitagaruda erickthohir indonesia bumn pssi pialaduniau fifaworldcup,negatif
ketua pssi sesalkan lapangan sulit pembinaan fokus bagus bermain antarklu indonesia antarnegara indra sjafri komentar sobat bolacom bolacomid blcbm indrasjafri pssi timnasindonesia,positif
doa terbaik persiapan piala dunia u kesuksesan skuad garuda bela bangsa sepakbola pssi sepakbolaindonesia erickthohir u pialadunia,positif
workshop asprov pssi indonesia erick thohir presiden berpesan revisi aturan apbd liga via infosumbar pssi,negatif
piala aff u thailand persiapan timnas u berlaga kualifikasi afc asia u melawan china taipei turkmenistan september garudamendunia kitagaruda erickthohir indonesia bumn pssi pialaduniau fifaworldcup guyubpercaya salma duren mojokerto,negatif
piala aff u thailand persiapan timnas u berlaga kualifikasi afc asia u melawan china taipei turkmenistan september garudamendunia kitagaruda erickthohir indonesia bumn pssi pialaduniau fifaworldcup sarada lurah salma duren,negatif
melaporkan madam pang maju presiden federasi sepakbola thailand mewancarainya mewacanakan indonesia amp thailand tuan rumah piala dunia permisi thailand indonesia pssi,negatif
