full_text,label
prediksi skor psis semarang vs arema fc liga stadion jatidiri pssi psissemarang aremafc headtohead prediksiskor liga,negatif
prediksi psis semarang vs arema fc briliga aremafc psissemarang pssi liga,negatif
manajemen persi bandung menyayangkan kericuhan suporter persi suporter persis komdispssi liga indonesia persibbandung persissolo pssi,positif
pemain persija jakarta dipanggil timnas indonesia u persijajakarta pssi shintaeyong timnasindonesia,positif
pssi utus exco komunikasi klu terkait tc timnas u bolaskorcom pssi timnasindonesia liga,positif
pemain baur skuad timnas indonesia u pialaaff pssi timnasindonesia,positif
babang tampan main guys bravo elkan baggot ligasatuindonesia briliga pssi timnasindonesia elkanbaggott ligachampions pemainabroad carabaocup itfc,negatif
batalkan acara anies stadion patriot gegara regulasi pssi pemkot bekasi izinkan senam sparko pertandingan liga aniesbaswedan stadionpatriot pssi,positif
jadwal liga persija vs borneo fc leo lelis fokus situasi bertahan menyerang borneofc liga liga soccer kalimantantimur samarinda football footballprediction ligaindonesia update pssi updates updatenews leo persijaday persija,positif
persikabo bhayangkara fc persi derita kekalahan pss persebaya persis raih kemenangan briliga sepakbola pssi persikabovspss bhayangkarafcvspersebaya persisvspersib,negatif
pssi mengumumkan pemain timnas indonesia u pilihan shin tae yong piala aff u optimis raih hasil terbaik bolacomid blcbm pssi shintaeyong pialaaffu,negatif
sih banget dateng stadion dukung timnas indonesia ajang piala dunia u yukk dukung sepakbola indonesia kedepannya pssi fifa sepakbolaindonesia pialaduniau erickthohir erickthohirsolusirakyat ruben onsu opporeno ciro,positif
